participant_id,date,time,filename,total_duration_seconds,n_observations,avg_speed,sd_speed,min_speed,max_speed,sdlp,avg_headway_distance,min_headway_distance,avg_time_headway,min_time_headway,int_1_gave_way,int_2_gave_way,int_4_gave_way,int_7_gave_way,int_10_gave_way,int_15_gave_way,int_6_stopped_at_light,int_14_stopped_at_light
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,724.016666667,43442,35.29631875857375,24.44884990605455,-0.179709404707,79.351234436,0.40007759896600376,15.851581803653271,5.69586706161,25.456780740260417,3.71867203712,0,0,0,0,0,1,0,0
7508,29/07/2025,12:14:15,MBInt-29_07_2025-12h14m15s_7508.csv,748.316666667,44900,34.05607357170268,25.381097060939773,-0.12313490361,77.0993347168,0.4653022262729717,19.41831554239833,9.7190656662,33.353945429379976,3.30435299873,0,0,0,1,1,1,0,0
7744,29/07/2025,15:23:09,MBInt-29_07_2025-15h23m09s_7744.csv,785.033333333,47103,32.5137400890495,22.64870788245619,-0.133135676384,71.1870422363,0.33259320997392344,21.194880867188672,7.12950515747,28.29230073006115,4.54928398132,0,0,0,0,0,1,1,0
