participant_id,date,time,filename,drive_section,n_observations,duration_seconds,avg_speed,sd_speed,min_speed,max_speed,avg_lateral_shift,sdlp,total_braking_events,avg_braking_pressure,max_braking_pressure,avg_lane_number,lane_changes,potential_crashes,section_description
RURAL_BT_020720251356571234,Unknown,Unknown,Close_Following_Rural_Being_Tailgaited-02_07_2025-13h56m57s_1234.csv,0,360,17.950000000000003,40.01713884257927,33.20998219656487,0.567192733288,100.525054932,0.3260939742690282,0.2834776485542558,0,0,0,3,0,0,Warm-up (0-200m)
RURAL_BT_020720251356571234,Unknown,Unknown,Close_Following_Rural_Being_Tailgaited-02_07_2025-13h56m57s_1234.csv,1,3240,161.95,99.5736143536051,14.420593162881602,55.1597633362,119.011993408,0.15290874166834617,0.2743941428308395,55,1.4268378744893235,174.549484253,3,0,0,Rural 100km/h (initial)
RURAL_BT_020720251356571234,Unknown,Unknown,Close_Following_Rural_Being_Tailgaited-02_07_2025-13h56m57s_1234.csv,2,755,37.69999999999999,59.96818541469841,5.4116442826501965,55.5261306763,76.395362854,0.2976003506704714,0.17964549802555993,0,0,0,3,0,0,Township 60km/h
RURAL_BT_020720251356571234,Unknown,Unknown,Close_Following_Rural_Being_Tailgaited-02_07_2025-13h56m57s_1234.csv,3,1224,61.150000000000006,101.98773779900989,4.858088927233139,76.7139511108,110.59362793,0.1893928662445074,0.2603671666040666,0,0,0,3,0,0,Rural 100km/h (normal following)
RURAL_BT_020720251356571234,Unknown,Unknown,Close_Following_Rural_Being_Tailgaited-02_07_2025-13h56m57s_1234.csv,4,7336,366.75,105.95018877509852,4.653928844582451,96.3558959961,125.080047607,0.17117904350419813,0.2850716991953291,0,0,0,3,0,0,Rural 100km/h (close following 0.5s)
