participant_id,date,time,filename,intersection_number,intersection_distance,speed,lane_number
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.955078125,5.04476213455,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.886352539,5.25925302505,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.886352539,5.25925302505,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.886352539,5.25925302505,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.814666748,5.49280405045,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.814666748,5.49280405045,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.814666748,5.49280405045,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.726959229,5.7866859436,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.726959229,5.7866859436,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.726959229,5.7866859436,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.648010254,6.05655479431,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.648010254,6.05655479431,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.648010254,6.05655479431,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.565368652,6.34432029724,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.565368652,6.34432029724,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.565368652,6.34432029724,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.478790283,6.64693307877,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.478790283,6.64693307877,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.478790283,6.64693307877,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.372497559,7.02332258224,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.372497559,7.02332258224,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.372497559,7.02332258224,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.276611328,7.36365509033,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.276611328,7.36365509033,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.276611328,7.36365509033,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.176086426,7.7164645195,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.176086426,7.7164645195,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.176086426,7.7164645195,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.070953369,8.07880496979,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.070953369,8.07880496979,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,286.070953369,8.07880496979,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.941864014,8.51171970367,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.941864014,8.51171970367,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.941864014,8.51171970367,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.825897217,8.89142513275,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.825897217,8.89142513275,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.825897217,8.89142513275,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.704833984,9.27753734589,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.704833984,9.27753734589,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.704833984,9.27753734589,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.578643799,9.66895771027,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.578643799,9.66895771027,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.578643799,9.66895771027,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.424530029,10.1351509094,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.424530029,10.1351509094,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.424530029,10.1351509094,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.287078857,10.5302009583,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.287078857,10.5302009583,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.287078857,10.5302009583,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.144958496,10.9271020889,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.144958496,10.9271020889,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,285.144958496,10.9271020889,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,284.995788574,11.3338794708,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,284.995788574,11.3338794708,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,284.995788574,11.3338794708,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,284.815979004,11.8052339554,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,284.815979004,11.8052339554,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,284.815979004,11.8052339554,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,284.656005859,12.2099475861,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,284.656005859,12.2099475861,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,284.656005859,12.2099475861,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,284.490661621,12.6148414612,7
